player_id,player_name,team_context,team,season,source_bucket,competition_name,competition_family,seniority,appearances,goals,appearances_source_text,goals_source_text,source_id,source_url,source_granularity
messi,Lionel Messi,club,Barcelona,2009-10,National cup,National cup,domestic_cup,senior,3,1,3,1,wikipedia_messi_career_stats,https://en.wikipedia.org/wiki/Lionel_Messi,season_bucket
messi,Lionel Messi,club,Barcelona,2009-10,Continental,Continental,continental_federation_cup,senior,11,8,11,8,wikipedia_messi_career_stats,https://en.wikipedia.org/wiki/Lionel_Messi,season_bucket
messi,Lionel Messi,club,Barcelona,2009-10,Other,Other,all_other_club,senior,4,4,4,4,wikipedia_messi_career_stats,https://en.wikipedia.org/wiki/Lionel_Messi,season_bucket
messi,Lionel Messi,club,Barcelona,2010-11,League,La Liga,national_league,senior,33,31,33,31,wikipedia_messi_career_stats,https://en.wikipedia.org/wiki/Lionel_Messi,season_bucket
messi,Lionel Messi,club,Barcelona,2010-11,National cup,National cup,domestic_cup,senior,7,7,7,7,wikipedia_messi_career_stats,https://en.wikipedia.org/wiki/Lionel_Messi,season_bucket
messi,Lionel Messi,club,Barcelona,2010-11,Continental,Continental,continental_federation_cup,senior,13,12,13,12,wikipedia_messi_career_stats,https://en.wikipedia.org/wiki/Lionel_Messi,season_bucket
messi,Lionel Messi,club,Barcelona,2010-11,Other,Other,all_other_club,senior,2,3,2,3,wikipedia_messi_career_stats,https://en.wikipedia.org/wiki/Lionel_Messi,season_bucket
messi,Lionel Messi,club,Barcelona,2011-12,League,La Liga,national_league,senior,37,50,37,50,wikipedia_messi_career_stats,https://en.wikipedia.org/wiki/Lionel_Messi,season_bucket
messi,Lionel Messi,club,Barcelona,2011-12,National cup,National cup,domestic_cup,senior,7,3,7,3,wikipedia_messi_career_stats,https://en.wikipedia.org/wiki/Lionel_Messi,season_bucket
messi,Lionel Messi,club,Barcelona,2011-12,Continental,Continental,continental_federation_cup,senior,11,14,11,14,wikipedia_messi_career_stats,https://en.wikipedia.org/wiki/Lionel_Messi,season_bucket
messi,Lionel Messi,club,Barcelona,2011-12,Other,Other,all_other_club,senior,5,6,5,6,wikipedia_messi_career_stats,https://en.wikipedia.org/wiki/Lionel_Messi,season_bucket
messi,Lionel Messi,club,Barcelona,2012-13,League,La Liga,national_league,senior,32,46,32,46,wikipedia_messi_career_stats,https://en.wikipedia.org/wiki/Lionel_Messi,season_bucket
messi,Lionel Messi,club,Barcelona,2012-13,National cup,National cup,domestic_cup,senior,5,4,5,4,wikipedia_messi_career_stats,https://en.wikipedia.org/wiki/Lionel_Messi,season_bucket
messi,Lionel Messi,club,Barcelona,2012-13,Continental,Continental,continental_federation_cup,senior,11,8,11,8,wikipedia_messi_career_stats,https://en.wikipedia.org/wiki/Lionel_Messi,season_bucket
messi,Lionel Messi,club,Barcelona,2012-13,Other,Other,all_other_club,senior,2,2,2,2,wikipedia_messi_career_stats,https://en.wikipedia.org/wiki/Lionel_Messi,season_bucket
messi,Lionel Messi,club,Barcelona,2013-14,League,La Liga,national_league,senior,31,28,31,28,wikipedia_messi_career_stats,https://en.wikipedia.org/wiki/Lionel_Messi,season_bucket
messi,Lionel Messi,club,Barcelona,2013-14,National cup,National cup,domestic_cup,senior,6,5,6,5,wikipedia_messi_career_stats,https://en.wikipedia.org/wiki/Lionel_Messi,season_bucket
messi,Lionel Messi,club,Barcelona,2013-14,Continental,Continental,continental_federation_cup,senior,7,8,7,8,wikipedia_messi_career_stats,https://en.wikipedia.org/wiki/Lionel_Messi,season_bucket
messi,Lionel Messi,club,Barcelona,2013-14,Other,Other,all_other_club,senior,2,0,2,0,wikipedia_messi_career_stats,https://en.wikipedia.org/wiki/Lionel_Messi,season_bucket
messi,Lionel Messi,club,Barcelona,2014-15,League,La Liga,national_league,senior,38,43,38,43,wikipedia_messi_career_stats,https://en.wikipedia.org/wiki/Lionel_Messi,season_bucket
messi,Lionel Messi,club,Barcelona,2014-15,National cup,National cup,domestic_cup,senior,6,5,6,5,wikipedia_messi_career_stats,https://en.wikipedia.org/wiki/Lionel_Messi,season_bucket
messi,Lionel Messi,club,Barcelona,2014-15,Continental,Continental,continental_federation_cup,senior,13,10,13,10,wikipedia_messi_career_stats,https://en.wikipedia.org/wiki/Lionel_Messi,season_bucket
messi,Lionel Messi,club,Barcelona,2015-16,League,La Liga,national_league,senior,33,26,33,26,wikipedia_messi_career_stats,https://en.wikipedia.org/wiki/Lionel_Messi,season_bucket
messi,Lionel Messi,club,Barcelona,2015-16,National cup,National cup,domestic_cup,senior,5,5,5,5,wikipedia_messi_career_stats,https://en.wikipedia.org/wiki/Lionel_Messi,season_bucket
messi,Lionel Messi,club,Barcelona,2015-16,Continental,Continental,continental_federation_cup,senior,7,6,7,6,wikipedia_messi_career_stats,https://en.wikipedia.org/wiki/Lionel_Messi,season_bucket
