player_id,player_name,game_id,date,competition_id,competition_name,competition_family,season,round,goals,minutes_played,team_goals,opponent_goals,outcome,home_club_name,away_club_name,source_id,source_url,source_granularity
messi,Lionel Messi,2244378,2012-08-19,ES1,laliga,national_league,2012,1. Matchday,2,90,5,1,W,FC Barcelona,Real Sociedad,dcaribou_transfermarkt_dataset,https://github.com/dcaribou/transfermarkt-datasets,appearance
cristiano,Cristiano Ronaldo,2244382,2012-08-19,ES1,laliga,national_league,2012,1. Matchday,0,90,1,1,D,Real Madrid,Valencia CF,dcaribou_transfermarkt_dataset,https://github.com/dcaribou/transfermarkt-datasets,appearance
messi,Lionel Messi,2244388,2012-08-22,SUC,supercopa,domestic_super_cup,2012,final 1st leg,1,90,3,2,W,FC Barcelona,Real Madrid,dcaribou_transfermarkt_dataset,https://github.com/dcaribou/transfermarkt-datasets,appearance
cristiano,Cristiano Ronaldo,2244388,2012-08-22,SUC,supercopa,domestic_super_cup,2012,final 1st leg,1,90,2,3,L,FC Barcelona,Real Madrid,dcaribou_transfermarkt_dataset,https://github.com/dcaribou/transfermarkt-datasets,appearance
messi,Lionel Messi,2242828,2012-08-26,ES1,laliga,national_league,2012,2. Matchday,2,90,2,1,W,CA Osasuna,FC Barcelona,dcaribou_transfermarkt_dataset,https://github.com/dcaribou/transfermarkt-datasets,appearance
cristiano,Cristiano Ronaldo,2242834,2012-08-26,ES1,laliga,national_league,2012,2. Matchday,0,90,1,2,L,Getafe CF,Real Madrid,dcaribou_transfermarkt_dataset,https://github.com/dcaribou/transfermarkt-datasets,appearance
messi,Lionel Messi,2244389,2012-08-29,SUC,supercopa,domestic_super_cup,2012,final 2nd leg,1,90,1,2,L,Real Madrid,FC Barcelona,dcaribou_transfermarkt_dataset,https://github.com/dcaribou/transfermarkt-datasets,appearance
cristiano,Cristiano Ronaldo,2244389,2012-08-29,SUC,supercopa,domestic_super_cup,2012,final 2nd leg,1,90,2,1,W,Real Madrid,FC Barcelona,dcaribou_transfermarkt_dataset,https://github.com/dcaribou/transfermarkt-datasets,appearance
messi,Lionel Messi,2242881,2012-09-02,ES1,laliga,national_league,2012,3. Matchday,0,90,1,0,W,FC Barcelona,Valencia CF,dcaribou_transfermarkt_dataset,https://github.com/dcaribou/transfermarkt-datasets,appearance
cristiano,Cristiano Ronaldo,2242882,2012-09-02,ES1,laliga,national_league,2012,3. Matchday,2,63,3,0,W,Real Madrid,Granada CF,dcaribou_transfermarkt_dataset,https://github.com/dcaribou/transfermarkt-datasets,appearance
messi,Lionel Messi,2242910,2012-09-15,ES1,laliga,national_league,2012,4. Matchday,2,32,4,1,W,Getafe CF,FC Barcelona,dcaribou_transfermarkt_dataset,https://github.com/dcaribou/transfermarkt-datasets,appearance
cristiano,Cristiano Ronaldo,2242922,2012-09-15,ES1,laliga,national_league,2012,4. Matchday,0,90,0,1,L,Sevilla FC,Real Madrid,dcaribou_transfermarkt_dataset,https://github.com/dcaribou/transfermarkt-datasets,appearance
cristiano,Cristiano Ronaldo,2262153,2012-09-18,CL,uefa-champions-league,continental_federation_cup,2012,Group D,1,90,3,2,W,Real Madrid,Manchester City,dcaribou_transfermarkt_dataset,https://github.com/dcaribou/transfermarkt-datasets,appearance
messi,Lionel Messi,2262160,2012-09-19,CL,uefa-champions-league,continental_federation_cup,2012,Group G,2,90,3,2,W,FC Barcelona,FK Spartak Moskva,dcaribou_transfermarkt_dataset,https://github.com/dcaribou/transfermarkt-datasets,appearance
messi,Lionel Messi,2242904,2012-09-22,ES1,laliga,national_league,2012,5. Matchday,0,90,2,0,W,FC Barcelona,Granada CF,dcaribou_transfermarkt_dataset,https://github.com/dcaribou/transfermarkt-datasets,appearance
cristiano,Cristiano Ronaldo,2242897,2012-09-24,ES1,laliga,national_league,2012,5. Matchday,1,90,2,0,W,Rayo Vallecano,Real Madrid,dcaribou_transfermarkt_dataset,https://github.com/dcaribou/transfermarkt-datasets,appearance
messi,Lionel Messi,2242837,2012-09-29,ES1,laliga,national_league,2012,6. Matchday,0,90,3,2,W,Sevilla FC,FC Barcelona,dcaribou_transfermarkt_dataset,https://github.com/dcaribou/transfermarkt-datasets,appearance
cristiano,Cristiano Ronaldo,2242843,2012-09-30,ES1,laliga,national_league,2012,6. Matchday,3,90,5,1,W,Real Madrid,Deportivo de La Coruña,dcaribou_transfermarkt_dataset,https://github.com/dcaribou/transfermarkt-datasets,appearance
messi,Lionel Messi,2262168,2012-10-02,CL,uefa-champions-league,continental_federation_cup,2012,Group G,0,90,2,0,W,SL Benfica,FC Barcelona,dcaribou_transfermarkt_dataset,https://github.com/dcaribou/transfermarkt-datasets,appearance
cristiano,Cristiano Ronaldo,2262177,2012-10-03,CL,uefa-champions-league,continental_federation_cup,2012,Group D,3,90,4,1,W,Ajax Amsterdam,Real Madrid,dcaribou_transfermarkt_dataset,https://github.com/dcaribou/transfermarkt-datasets,appearance
messi,Lionel Messi,2242853,2012-10-07,ES1,laliga,national_league,2012,7. Matchday,2,90,2,2,D,FC Barcelona,Real Madrid,dcaribou_transfermarkt_dataset,https://github.com/dcaribou/transfermarkt-datasets,appearance
cristiano,Cristiano Ronaldo,2242853,2012-10-07,ES1,laliga,national_league,2012,7. Matchday,2,90,2,2,D,FC Barcelona,Real Madrid,dcaribou_transfermarkt_dataset,https://github.com/dcaribou/transfermarkt-datasets,appearance
cristiano,Cristiano Ronaldo,2242854,2012-10-20,ES1,laliga,national_league,2012,8. Matchday,1,90,2,0,W,Real Madrid,Celta de Vigo,dcaribou_transfermarkt_dataset,https://github.com/dcaribou/transfermarkt-datasets,appearance
messi,Lionel Messi,2242855,2012-10-20,ES1,laliga,national_league,2012,8. Matchday,3,90,5,4,W,Deportivo de La Coruña,FC Barcelona,dcaribou_transfermarkt_dataset,https://github.com/dcaribou/transfermarkt-datasets,appearance
messi,Lionel Messi,2262184,2012-10-23,CL,uefa-champions-league,continental_federation_cup,2012,Group G,0,90,2,1,W,FC Barcelona,Celtic FC,dcaribou_transfermarkt_dataset,https://github.com/dcaribou/transfermarkt-datasets,appearance
cristiano,Cristiano Ronaldo,2262193,2012-10-24,CL,uefa-champions-league,continental_federation_cup,2012,Group D,1,90,1,2,L,Borussia Dortmund,Real Madrid,dcaribou_transfermarkt_dataset,https://github.com/dcaribou/transfermarkt-datasets,appearance
messi,Lionel Messi,2242894,2012-10-27,ES1,laliga,national_league,2012,9. Matchday,2,90,5,0,W,Rayo Vallecano,FC Barcelona,dcaribou_transfermarkt_dataset,https://github.com/dcaribou/transfermarkt-datasets,appearance
cristiano,Cristiano Ronaldo,2242888,2012-10-28,ES1,laliga,national_league,2012,9. Matchday,2,90,5,0,W,RCD Mallorca,Real Madrid,dcaribou_transfermarkt_dataset,https://github.com/dcaribou/transfermarkt-datasets,appearance
cristiano,Cristiano Ronaldo,2242871,2012-11-03,ES1,laliga,national_league,2012,10. Matchday,0,90,4,0,W,Real Madrid,Real Zaragoza,dcaribou_transfermarkt_dataset,https://github.com/dcaribou/transfermarkt-datasets,appearance
messi,Lionel Messi,2242884,2012-11-03,ES1,laliga,national_league,2012,10. Matchday,0,90,3,1,W,FC Barcelona,Celta de Vigo,dcaribou_transfermarkt_dataset,https://github.com/dcaribou/transfermarkt-datasets,appearance
cristiano,Cristiano Ronaldo,2262202,2012-11-06,CL,uefa-champions-league,continental_federation_cup,2012,Group D,0,90,2,2,D,Real Madrid,Borussia Dortmund,dcaribou_transfermarkt_dataset,https://github.com/dcaribou/transfermarkt-datasets,appearance
messi,Lionel Messi,2262207,2012-11-07,CL,uefa-champions-league,continental_federation_cup,2012,Group G,1,90,1,2,L,Celtic FC,FC Barcelona,dcaribou_transfermarkt_dataset,https://github.com/dcaribou/transfermarkt-datasets,appearance
messi,Lionel Messi,2242908,2012-11-11,ES1,laliga,national_league,2012,11. Matchday,2,90,4,2,W,RCD Mallorca,FC Barcelona,dcaribou_transfermarkt_dataset,https://github.com/dcaribou/transfermarkt-datasets,appearance
cristiano,Cristiano Ronaldo,2242915,2012-11-11,ES1,laliga,national_league,2012,11. Matchday,1,45,2,1,W,Levante UD,Real Madrid,dcaribou_transfermarkt_dataset,https://github.com/dcaribou/transfermarkt-datasets,appearance
cristiano,Cristiano Ronaldo,2243004,2012-11-17,ES1,laliga,national_league,2012,12. Matchday,0,90,5,1,W,Real Madrid,Athletic Bilbao,dcaribou_transfermarkt_dataset,https://github.com/dcaribou/transfermarkt-datasets,appearance
messi,Lionel Messi,2243009,2012-11-17,ES1,laliga,national_league,2012,12. Matchday,2,90,3,1,W,FC Barcelona,Real Zaragoza,dcaribou_transfermarkt_dataset,https://github.com/dcaribou/transfermarkt-datasets,appearance
messi,Lionel Messi,2262211,2012-11-20,CL,uefa-champions-league,continental_federation_cup,2012,Group G,2,90,3,0,W,FK Spartak Moskva,FC Barcelona,dcaribou_transfermarkt_dataset,https://github.com/dcaribou/transfermarkt-datasets,appearance
cristiano,Cristiano Ronaldo,2262225,2012-11-21,CL,uefa-champions-league,continental_federation_cup,2012,Group D,0,90,1,1,D,Manchester City,Real Madrid,dcaribou_transfermarkt_dataset,https://github.com/dcaribou/transfermarkt-datasets,appearance
cristiano,Cristiano Ronaldo,2242995,2012-11-24,ES1,laliga,national_league,2012,13. Matchday,0,90,0,1,L,Real Betis Balompié,Real Madrid,dcaribou_transfermarkt_dataset,https://github.com/dcaribou/transfermarkt-datasets,appearance
messi,Lionel Messi,2242996,2012-11-25,ES1,laliga,national_league,2012,13. Matchday,2,90,4,0,W,Levante UD,FC Barcelona,dcaribou_transfermarkt_dataset,https://github.com/dcaribou/transfermarkt-datasets,appearance
messi,Lionel Messi,2243006,2012-12-01,ES1,laliga,national_league,2012,14. Matchday,2,90,5,1,W,FC Barcelona,Athletic Bilbao,dcaribou_transfermarkt_dataset,https://github.com/dcaribou/transfermarkt-datasets,appearance
cristiano,Cristiano Ronaldo,2243042,2012-12-01,ES1,laliga,national_league,2012,14. Matchday,1,90,2,0,W,Real Madrid,Atlético de Madrid,dcaribou_transfermarkt_dataset,https://github.com/dcaribou/transfermarkt-datasets,appearance
cristiano,Cristiano Ronaldo,2262234,2012-12-04,CL,uefa-champions-league,continental_federation_cup,2012,Group D,1,90,4,1,W,Real Madrid,Ajax Amsterdam,dcaribou_transfermarkt_dataset,https://github.com/dcaribou/transfermarkt-datasets,appearance
messi,Lionel Messi,2262239,2012-12-05,CL,uefa-champions-league,continental_federation_cup,2012,Group G,0,28,0,0,D,FC Barcelona,SL Benfica,dcaribou_transfermarkt_dataset,https://github.com/dcaribou/transfermarkt-datasets,appearance
cristiano,Cristiano Ronaldo,2243029,2012-12-08,ES1,laliga,national_league,2012,15. Matchday,0,90,3,2,W,Real Valladolid CF,Real Madrid,dcaribou_transfermarkt_dataset,https://github.com/dcaribou/transfermarkt-datasets,appearance
messi,Lionel Messi,2243019,2012-12-09,ES1,laliga,national_league,2012,15. Matchday,2,90,2,1,W,Real Betis Balompié,FC Barcelona,dcaribou_transfermarkt_dataset,https://github.com/dcaribou/transfermarkt-datasets,appearance
messi,Lionel Messi,2282712,2012-12-12,CDR,copa-del-rey,domestic_cup,2012,last 16 1st leg,2,90,2,0,W,Córdoba CF,FC Barcelona,dcaribou_transfermarkt_dataset,https://github.com/dcaribou/transfermarkt-datasets,appearance
cristiano,Cristiano Ronaldo,2282714,2012-12-12,CDR,copa-del-rey,domestic_cup,2012,last 16 1st leg,1,90,1,2,L,Celta de Vigo,Real Madrid,dcaribou_transfermarkt_dataset,https://github.com/dcaribou/transfermarkt-datasets,appearance
messi,Lionel Messi,2243035,2012-12-16,ES1,laliga,national_league,2012,16. Matchday,2,90,4,1,W,FC Barcelona,Atlético de Madrid,dcaribou_transfermarkt_dataset,https://github.com/dcaribou/transfermarkt-datasets,appearance
cristiano,Cristiano Ronaldo,2243056,2012-12-16,ES1,laliga,national_league,2012,16. Matchday,1,90,2,2,D,Real Madrid,RCD Espanyol Barcelona,dcaribou_transfermarkt_dataset,https://github.com/dcaribou/transfermarkt-datasets,appearance
cristiano,Cristiano Ronaldo,2243046,2012-12-22,ES1,laliga,national_league,2012,17. Matchday,0,90,2,3,L,Málaga CF,Real Madrid,dcaribou_transfermarkt_dataset,https://github.com/dcaribou/transfermarkt-datasets,appearance
messi,Lionel Messi,2243072,2012-12-22,ES1,laliga,national_league,2012,17. Matchday,1,90,3,1,W,Real Valladolid CF,FC Barcelona,dcaribou_transfermarkt_dataset,https://github.com/dcaribou/transfermarkt-datasets,appearance
cristiano,Cristiano Ronaldo,2243047,2013-01-06,ES1,laliga,national_league,2012,18. Matchday,2,90,4,3,W,Real Madrid,Real Sociedad,dcaribou_transfermarkt_dataset,https://github.com/dcaribou/transfermarkt-datasets,appearance
messi,Lionel Messi,2243058,2013-01-06,ES1,laliga,national_league,2012,18. Matchday,1,90,4,0,W,FC Barcelona,RCD Espanyol Barcelona,dcaribou_transfermarkt_dataset,https://github.com/dcaribou/transfermarkt-datasets,appearance
cristiano,Cristiano Ronaldo,2282723,2013-01-09,CDR,copa-del-rey,domestic_cup,2012,last 16 2nd leg,3,90,4,0,W,Real Madrid,Celta de Vigo,dcaribou_transfermarkt_dataset,https://github.com/dcaribou/transfermarkt-datasets,appearance
messi,Lionel Messi,2243064,2013-01-13,ES1,laliga,national_league,2012,19. Matchday,1,90,3,1,W,Málaga CF,FC Barcelona,dcaribou_transfermarkt_dataset,https://github.com/dcaribou/transfermarkt-datasets,appearance
cristiano,Cristiano Ronaldo,2286539,2013-01-15,CDR,copa-del-rey,domestic_cup,2012,Quarter-Finals 1st leg,0,90,2,0,W,Real Madrid,Valencia CF,dcaribou_transfermarkt_dataset,https://github.com/dcaribou/transfermarkt-datasets,appearance
messi,Lionel Messi,2286541,2013-01-16,CDR,copa-del-rey,domestic_cup,2012,Quarter-Finals 1st leg,1,90,2,2,D,FC Barcelona,Málaga CF,dcaribou_transfermarkt_dataset,https://github.com/dcaribou/transfermarkt-datasets,appearance
messi,Lionel Messi,2243079,2013-01-19,ES1,laliga,national_league,2012,20. Matchday,1,90,2,3,L,Real Sociedad,FC Barcelona,dcaribou_transfermarkt_dataset,https://github.com/dcaribou/transfermarkt-datasets,appearance
cristiano,Cristiano Ronaldo,2243082,2013-01-20,ES1,laliga,national_league,2012,20. Matchday,2,90,5,0,W,Valencia CF,Real Madrid,dcaribou_transfermarkt_dataset,https://github.com/dcaribou/transfermarkt-datasets,appearance
cristiano,Cristiano Ronaldo,2286544,2013-01-23,CDR,copa-del-rey,domestic_cup,2012,Quarter-Finals 2nd leg,0,90,1,1,D,Valencia CF,Real Madrid,dcaribou_transfermarkt_dataset,https://github.com/dcaribou/transfermarkt-datasets,appearance
messi,Lionel Messi,2286546,2013-01-24,CDR,copa-del-rey,domestic_cup,2012,Quarter-Finals 2nd leg,1,83,4,2,W,Málaga CF,FC Barcelona,dcaribou_transfermarkt_dataset,https://github.com/dcaribou/transfermarkt-datasets,appearance
messi,Lionel Messi,2243102,2013-01-27,ES1,laliga,national_league,2012,21. Matchday,4,90,5,1,W,FC Barcelona,CA Osasuna,dcaribou_transfermarkt_dataset,https://github.com/dcaribou/transfermarkt-datasets,appearance
cristiano,Cristiano Ronaldo,2243104,2013-01-27,ES1,laliga,national_league,2012,21. Matchday,3,73,4,0,W,Real Madrid,Getafe CF,dcaribou_transfermarkt_dataset,https://github.com/dcaribou/transfermarkt-datasets,appearance
messi,Lionel Messi,2288674,2013-01-30,CDR,copa-del-rey,domestic_cup,2012,Semi-Finals 1st Leg,0,90,1,1,D,Real Madrid,FC Barcelona,dcaribou_transfermarkt_dataset,https://github.com/dcaribou/transfermarkt-datasets,appearance
cristiano,Cristiano Ronaldo,2288674,2013-01-30,CDR,copa-del-rey,domestic_cup,2012,Semi-Finals 1st Leg,0,90,1,1,D,Real Madrid,FC Barcelona,dcaribou_transfermarkt_dataset,https://github.com/dcaribou/transfermarkt-datasets,appearance
cristiano,Cristiano Ronaldo,2243096,2013-02-02,ES1,laliga,national_league,2012,22. Matchday,0,90,0,1,L,Granada CF,Real Madrid,dcaribou_transfermarkt_dataset,https://github.com/dcaribou/transfermarkt-datasets,appearance
messi,Lionel Messi,2243099,2013-02-03,ES1,laliga,national_league,2012,22. Matchday,1,90,1,1,D,Valencia CF,FC Barcelona,dcaribou_transfermarkt_dataset,https://github.com/dcaribou/transfermarkt-datasets,appearance
cristiano,Cristiano Ronaldo,2243125,2013-02-09,ES1,laliga,national_league,2012,23. Matchday,3,62,4,1,W,Real Madrid,Sevilla FC,dcaribou_transfermarkt_dataset,https://github.com/dcaribou/transfermarkt-datasets,appearance
messi,Lionel Messi,2243114,2013-02-10,ES1,laliga,national_league,2012,23. Matchday,1,90,6,1,W,FC Barcelona,Getafe CF,dcaribou_transfermarkt_dataset,https://github.com/dcaribou/transfermarkt-datasets,appearance
cristiano,Cristiano Ronaldo,2284450,2013-02-13,CL,uefa-champions-league,continental_federation_cup,2012,last 16 1st leg,1,90,1,1,D,Real Madrid,Manchester United,dcaribou_transfermarkt_dataset,https://github.com/dcaribou/transfermarkt-datasets,appearance
messi,Lionel Messi,2243130,2013-02-16,ES1,laliga,national_league,2012,24. Matchday,2,90,2,1,W,Granada CF,FC Barcelona,dcaribou_transfermarkt_dataset,https://github.com/dcaribou/transfermarkt-datasets,appearance
cristiano,Cristiano Ronaldo,2243131,2013-02-17,ES1,laliga,national_league,2012,24. Matchday,0,90,2,0,W,Real Madrid,Rayo Vallecano,dcaribou_transfermarkt_dataset,https://github.com/dcaribou/transfermarkt-datasets,appearance
messi,Lionel Messi,2284448,2013-02-20,CL,uefa-champions-league,continental_federation_cup,2012,last 16 1st leg,0,90,0,2,L,AC Milan,FC Barcelona,dcaribou_transfermarkt_dataset,https://github.com/dcaribou/transfermarkt-datasets,appearance
messi,Lionel Messi,2243138,2013-02-23,ES1,laliga,national_league,2012,25. Matchday,1,90,2,1,W,FC Barcelona,Sevilla FC,dcaribou_transfermarkt_dataset,https://github.com/dcaribou/transfermarkt-datasets,appearance
cristiano,Cristiano Ronaldo,2243139,2013-02-23,ES1,laliga,national_league,2012,25. Matchday,0,33,2,1,W,Deportivo de La Coruña,Real Madrid,dcaribou_transfermarkt_dataset,https://github.com/dcaribou/transfermarkt-datasets,appearance
messi,Lionel Messi,2288676,2013-02-26,CDR,copa-del-rey,domestic_cup,2012,Semi-Finals 2nd Leg,0,90,1,3,L,FC Barcelona,Real Madrid,dcaribou_transfermarkt_dataset,https://github.com/dcaribou/transfermarkt-datasets,appearance
cristiano,Cristiano Ronaldo,2288676,2013-02-26,CDR,copa-del-rey,domestic_cup,2012,Semi-Finals 2nd Leg,2,90,3,1,W,FC Barcelona,Real Madrid,dcaribou_transfermarkt_dataset,https://github.com/dcaribou/transfermarkt-datasets,appearance
messi,Lionel Messi,2243144,2013-03-02,ES1,laliga,national_league,2012,26. Matchday,1,90,1,2,L,Real Madrid,FC Barcelona,dcaribou_transfermarkt_dataset,https://github.com/dcaribou/transfermarkt-datasets,appearance
cristiano,Cristiano Ronaldo,2243144,2013-03-02,ES1,laliga,national_league,2012,26. Matchday,0,33,2,1,W,Real Madrid,FC Barcelona,dcaribou_transfermarkt_dataset,https://github.com/dcaribou/transfermarkt-datasets,appearance
cristiano,Cristiano Ronaldo,2284451,2013-03-05,CL,uefa-champions-league,continental_federation_cup,2012,last 16 2nd leg,1,90,2,1,W,Manchester United,Real Madrid,dcaribou_transfermarkt_dataset,https://github.com/dcaribou/transfermarkt-datasets,appearance
messi,Lionel Messi,2243163,2013-03-09,ES1,laliga,national_league,2012,27. Matchday,1,27,2,0,W,FC Barcelona,Deportivo de La Coruña,dcaribou_transfermarkt_dataset,https://github.com/dcaribou/transfermarkt-datasets,appearance
cristiano,Cristiano Ronaldo,2243154,2013-03-10,ES1,laliga,national_league,2012,27. Matchday,2,90,2,1,W,Celta de Vigo,Real Madrid,dcaribou_transfermarkt_dataset,https://github.com/dcaribou/transfermarkt-datasets,appearance
messi,Lionel Messi,2284449,2013-03-12,CL,uefa-champions-league,continental_federation_cup,2012,last 16 2nd leg,2,90,4,0,W,FC Barcelona,AC Milan,dcaribou_transfermarkt_dataset,https://github.com/dcaribou/transfermarkt-datasets,appearance
cristiano,Cristiano Ronaldo,2243166,2013-03-16,ES1,laliga,national_league,2012,28. Matchday,1,90,5,2,W,Real Madrid,RCD Mallorca,dcaribou_transfermarkt_dataset,https://github.com/dcaribou/transfermarkt-datasets,appearance
messi,Lionel Messi,2243157,2013-03-17,ES1,laliga,national_league,2012,28. Matchday,2,90,3,1,W,FC Barcelona,Rayo Vallecano,dcaribou_transfermarkt_dataset,https://github.com/dcaribou/transfermarkt-datasets,appearance
messi,Lionel Messi,2243169,2013-03-30,ES1,laliga,national_league,2012,29. Matchday,1,90,2,2,D,Celta de Vigo,FC Barcelona,dcaribou_transfermarkt_dataset,https://github.com/dcaribou/transfermarkt-datasets,appearance
cristiano,Cristiano Ronaldo,2243177,2013-03-30,ES1,laliga,national_league,2012,29. Matchday,1,90,1,1,D,Real Zaragoza,Real Madrid,dcaribou_transfermarkt_dataset,https://github.com/dcaribou/transfermarkt-datasets,appearance
messi,Lionel Messi,2301899,2013-04-02,CL,uefa-champions-league,continental_federation_cup,2012,Quarter-Finals 1st leg,1,45,2,2,D,Paris Saint-Germain,FC Barcelona,dcaribou_transfermarkt_dataset,https://github.com/dcaribou/transfermarkt-datasets,appearance
cristiano,Cristiano Ronaldo,2301898,2013-04-03,CL,uefa-champions-league,continental_federation_cup,2012,Quarter-Finals 1st leg,1,90,3,0,W,Real Madrid,Galatasaray,dcaribou_transfermarkt_dataset,https://github.com/dcaribou/transfermarkt-datasets,appearance
cristiano,Cristiano Ronaldo,2243189,2013-04-06,ES1,laliga,national_league,2012,30. Matchday,1,45,5,1,W,Real Madrid,Levante UD,dcaribou_transfermarkt_dataset,https://github.com/dcaribou/transfermarkt-datasets,appearance
cristiano,Cristiano Ronaldo,2301902,2013-04-09,CL,uefa-champions-league,continental_federation_cup,2012,Quarter-Finals 2nd leg,2,90,2,3,L,Galatasaray,Real Madrid,dcaribou_transfermarkt_dataset,https://github.com/dcaribou/transfermarkt-datasets,appearance
messi,Lionel Messi,2301903,2013-04-10,CL,uefa-champions-league,continental_federation_cup,2012,Quarter-Finals 2nd leg,0,28,1,1,D,FC Barcelona,Paris Saint-Germain,dcaribou_transfermarkt_dataset,https://github.com/dcaribou/transfermarkt-datasets,appearance
cristiano,Cristiano Ronaldo,2243194,2013-04-14,ES1,laliga,national_league,2012,31. Matchday,2,79,3,0,W,Athletic Bilbao,Real Madrid,dcaribou_transfermarkt_dataset,https://github.com/dcaribou/transfermarkt-datasets,appearance
cristiano,Cristiano Ronaldo,2242945,2013-04-20,ES1,laliga,national_league,2012,32. Matchday,0,90,3,1,W,Real Madrid,Real Betis Balompié,dcaribou_transfermarkt_dataset,https://github.com/dcaribou/transfermarkt-datasets,appearance
messi,Lionel Messi,2312108,2013-04-23,CL,uefa-champions-league,continental_federation_cup,2012,Semi-Finals 1st Leg,0,90,0,4,L,Bayern Munich,FC Barcelona,dcaribou_transfermarkt_dataset,https://github.com/dcaribou/transfermarkt-datasets,appearance
cristiano,Cristiano Ronaldo,2312109,2013-04-24,CL,uefa-champions-league,continental_federation_cup,2012,Semi-Finals 1st Leg,1,90,1,4,L,Borussia Dortmund,Real Madrid,dcaribou_transfermarkt_dataset,https://github.com/dcaribou/transfermarkt-datasets,appearance
messi,Lionel Messi,2242955,2013-04-27,ES1,laliga,national_league,2012,33. Matchday,1,32,2,2,D,Athletic Bilbao,FC Barcelona,dcaribou_transfermarkt_dataset,https://github.com/dcaribou/transfermarkt-datasets,appearance
cristiano,Cristiano Ronaldo,2312110,2013-04-30,CL,uefa-champions-league,continental_federation_cup,2012,Semi-Finals 2nd Leg,0,90,2,0,W,Real Madrid,Borussia Dortmund,dcaribou_transfermarkt_dataset,https://github.com/dcaribou/transfermarkt-datasets,appearance
cristiano,Cristiano Ronaldo,2242938,2013-05-04,ES1,laliga,national_league,2012,34. Matchday,2,90,4,3,W,Real Madrid,Real Valladolid CF,dcaribou_transfermarkt_dataset,https://github.com/dcaribou/transfermarkt-datasets,appearance
messi,Lionel Messi,2242940,2013-05-05,ES1,laliga,national_league,2012,34. Matchday,2,34,4,2,W,FC Barcelona,Real Betis Balompié,dcaribou_transfermarkt_dataset,https://github.com/dcaribou/transfermarkt-datasets,appearance
cristiano,Cristiano Ronaldo,2242976,2013-05-08,ES1,laliga,national_league,2012,36. Matchday,1,90,6,2,W,Real Madrid,Málaga CF,dcaribou_transfermarkt_dataset,https://github.com/dcaribou/transfermarkt-datasets,appearance
cristiano,Cristiano Ronaldo,2242994,2013-05-11,ES1,laliga,national_league,2012,35. Matchday,0,34,1,1,D,RCD Espanyol Barcelona,Real Madrid,dcaribou_transfermarkt_dataset,https://github.com/dcaribou/transfermarkt-datasets,appearance
messi,Lionel Messi,2243002,2013-05-12,ES1,laliga,national_league,2012,35. Matchday,0,71,2,1,W,Atlético de Madrid,FC Barcelona,dcaribou_transfermarkt_dataset,https://github.com/dcaribou/transfermarkt-datasets,appearance
cristiano,Cristiano Ronaldo,2299544,2013-05-17,CDR,copa-del-rey,domestic_cup,2012,Final,1,115,1,2,L,Atlético de Madrid,Real Madrid,dcaribou_transfermarkt_dataset,https://github.com/dcaribou/transfermarkt-datasets,appearance
messi,Lionel Messi,2346404,2013-08-18,ES1,laliga,national_league,2013,1. Matchday,2,71,7,0,W,FC Barcelona,Levante UD,dcaribou_transfermarkt_dataset,https://github.com/dcaribou/transfermarkt-datasets,appearance
cristiano,Cristiano Ronaldo,2346406,2013-08-18,ES1,laliga,national_league,2013,1. Matchday,0,90,2,1,W,Real Madrid,Real Betis Balompié,dcaribou_transfermarkt_dataset,https://github.com/dcaribou/transfermarkt-datasets,appearance
messi,Lionel Messi,2348142,2013-08-21,SUC,supercopa,domestic_super_cup,2013,final 1st leg,0,45,1,1,D,Atlético de Madrid,FC Barcelona,dcaribou_transfermarkt_dataset,https://github.com/dcaribou/transfermarkt-datasets,appearance
cristiano,Cristiano Ronaldo,2341129,2013-08-26,ES1,laliga,national_league,2013,2. Matchday,0,90,1,0,W,Granada CF,Real Madrid,dcaribou_transfermarkt_dataset,https://github.com/dcaribou/transfermarkt-datasets,appearance
messi,Lionel Messi,2348143,2013-08-28,SUC,supercopa,domestic_super_cup,2013,final 2nd leg,0,90,0,0,D,FC Barcelona,Atlético de Madrid,dcaribou_transfermarkt_dataset,https://github.com/dcaribou/transfermarkt-datasets,appearance
cristiano,Cristiano Ronaldo,2341065,2013-09-01,ES1,laliga,national_league,2013,3. Matchday,1,90,3,1,W,Real Madrid,Athletic Bilbao,dcaribou_transfermarkt_dataset,https://github.com/dcaribou/transfermarkt-datasets,appearance
messi,Lionel Messi,2341067,2013-09-01,ES1,laliga,national_league,2013,3. Matchday,3,90,3,2,W,Valencia CF,FC Barcelona,dcaribou_transfermarkt_dataset,https://github.com/dcaribou/transfermarkt-datasets,appearance
messi,Lionel Messi,2341085,2013-09-14,ES1,laliga,national_league,2013,4. Matchday,1,90,3,2,W,FC Barcelona,Sevilla FC,dcaribou_transfermarkt_dataset,https://github.com/dcaribou/transfermarkt-datasets,appearance
cristiano,Cristiano Ronaldo,2341094,2013-09-14,ES1,laliga,national_league,2013,4. Matchday,1,90,2,2,D,Villarreal CF,Real Madrid,dcaribou_transfermarkt_dataset,https://github.com/dcaribou/transfermarkt-datasets,appearance
cristiano,Cristiano Ronaldo,2367029,2013-09-17,CL,uefa-champions-league,continental_federation_cup,2013,Group B,3,90,6,1,W,Galatasaray,Real Madrid,dcaribou_transfermarkt_dataset,https://github.com/dcaribou/transfermarkt-datasets,appearance
